place_id,place_name,state,latitude,longitude,place_type,month,climate,popularity_level,accessibility,budget_thousand_inr,trip_duration_days,companions,interest,safety_index,entry_fee,user_id,session_id,rating_given,review_text,travel_dates_start,travel_dates_end,device_type,engagement_score,mobility_restrictions,language_preference
8966,Jaipur,Rajasthan,27.132736093941332,75.68644984864635,Historical,Mar,Cold,4.3,Moderate,6,5,Couple,Food,3.2,10,1342,887978,4.9,Could be better.,2025-12-05,2025-12-10,mobile,83,Kids,Other
8967,Kerala,Kerala,10.833264403146774,76.35872471549096,Backwater,Nov,Temperate,2.5,Moderate,35,2,Couple,Nature,4.9,50,3255,875728,4.5,Amazing place!,2025-02-11,2025-02-13,desktop,77,Kids,Hindi
8968,Mysore,Karnataka,12.180712537501666,76.71976543444688,Heritage,May,Cold,2.1,Moderate,15,12,Couple,Nature,4.6,50,3995,268069,2.5,Amazing place!,2025-12-31,2026-01-12,mobile,87,None,English
8969,Udaipur,Rajasthan,24.641906241590643,73.7411550882326,Heritage,Oct,Humid,2.1,Moderate,24,14,Solo,Culture,3.4,150,2116,787601,3.6,Had a wonderful time.,2025-02-15,2025-03-01,desktop,12,Wheelchair,English
8970,Darjeeling,West Bengal,27.079815501573844,88.24629645866658,Hill Station,Sep,Arid,3.6,Hard,21,10,Friends,Culture,1.7,100,18,895743,2.8,Not worth the price.,2025-03-23,2025-04-02,desktop,80,Wheelchair,English
8971,Jaipur,Rajasthan,27.248428330859902,75.57984318019251,Historical,Feb,Tropical,3.5,Moderate,19,5,Family,Nature,1.5,10,3470,213192,1.2,Could be better.,2025-02-11,2025-02-16,mobile,82,None,English
8972,Rishikesh,Uttarakhand,30.054463690095265,78.37378324861537,Spiritual,Jun,Arid,4.1,Hard,49,1,Couple,Adventure,3.5,50,3526,289163,2.3,Great for families.,2025-04-22,2025-04-23,desktop,75,Wheelchair,Hindi
8973,Udaipur,Rajasthan,24.605197952191318,73.71228472031196,Heritage,Jul,Temperate,2.8,Easy,25,6,Solo,Food,3.6,0,680,778077,4.4,Great for families.,2025-10-09,2025-10-15,mobile,10,None,English
8974,Leh,Ladakh,34.2118090717884,77.49552736201241,Adventure,Dec,Temperate,2.4,Moderate,20,8,Family,Nature,3.2,100,2895,638557,3.2,Had a wonderful time.,2025-06-29,2025-07-07,desktop,8,Wheelchair,Hindi
8975,Rishikesh,Uttarakhand,30.197356265581863,78.3277509376321,Spiritual,Nov,Temperate,2.9,Hard,22,3,Solo,Culture,1.4,100,1093,356558,2.5,Great for families.,2025-10-07,2025-10-10,mobile,44,Kids,Other
8976,Mysore,Karnataka,12.378042522270757,76.47594470564562,Heritage,Sep,Humid,2.1,Easy,35,13,Solo,Relaxation,2.2,10,1430,277871,4.9,Could be better.,2025-11-16,2025-11-29,mobile,38,Kids,Hindi
8977,Leh,Ladakh,34.229573178497,77.62496272048956,Adventure,Mar,Tropical,3.7,Hard,31,5,Friends,Culture,2.9,10,244,897382,3.7,Not worth the price.,2025-11-17,2025-11-22,desktop,8,Wheelchair,Hindi
8978,Leh,Ladakh,34.08434059247939,77.60158542159837,Adventure,Apr,Temperate,4.5,Easy,48,5,Couple,Culture,3.5,150,2,877036,4.4,Had a wonderful time.,2025-10-31,2025-11-05,desktop,85,None,Other
8979,Goa,Goa,15.453116089515735,74.1970715817343,Beach,Aug,Tropical,3.8,Moderate,32,5,Friends,Culture,2.0,10,3334,623676,3.4,Amazing place!,2025-08-20,2025-08-25,desktop,71,Kids,Other
8980,Leh,Ladakh,33.96657390576194,77.56182574076898,Adventure,Oct,Arid,3.5,Moderate,17,12,Solo,Nature,1.1,0,4121,320484,3.7,Had a wonderful time.,2025-12-31,2026-01-12,mobile,52,Wheelchair,English
8981,Leh,Ladakh,34.039864030975004,77.3356541723233,Adventure,Aug,Temperate,2.2,Moderate,20,9,Family,Spiritual,3.5,50,531,354583,2.9,Could be better.,2025-10-28,2025-11-06,desktop,85,None,English
8982,Jaipur,Rajasthan,26.991229662679494,75.9129243317765,Historical,May,Arid,1.0,Easy,45,5,Friends,Food,2.4,100,3536,141591,4.8,Amazing place!,2025-08-28,2025-09-02,mobile,21,None,Hindi
8983,Darjeeling,West Bengal,27.07788936908873,88.19973534598473,Hill Station,Dec,Tropical,3.7,Moderate,49,2,Solo,Culture,1.5,0,670,889518,3.3,Had a wonderful time.,2025-12-15,2025-12-17,desktop,22,Wheelchair,Hindi
8984,Rishikesh,Uttarakhand,30.108203726099276,78.11488035923026,Spiritual,Dec,Tropical,2.9,Moderate,46,14,Couple,Food,1.9,150,2941,113850,3.6,Had a wonderful time.,2025-03-16,2025-03-30,desktop,29,Kids,Hindi
8985,Kerala,Kerala,10.79415465187834,76.14762220144137,Backwater,Oct,Tropical,4.8,Easy,26,10,Friends,Culture,1.6,10,3957,989538,4.4,Could be better.,2025-11-17,2025-11-27,mobile,39,None,Hindi
8986,Mysore,Karnataka,12.28325213837421,76.4933395373612,Heritage,May,Tropical,2.5,Easy,36,8,Family,Culture,4.4,50,4853,491197,1.1,Great for families.,2025-09-02,2025-09-10,mobile,64,None,English
8987,Leh,Ladakh,34.154701541096195,77.53431134470463,Adventure,Aug,Cold,3.9,Easy,28,9,Friends,Relaxation,2.2,20,153,697344,1.6,Amazing place!,2025-11-02,2025-11-11,mobile,35,Wheelchair,Other
8988,Rishikesh,Uttarakhand,30.21611936069604,78.19732938616026,Spiritual,Sep,Cold,1.9,Hard,24,8,Family,Spiritual,1.7,20,1379,586185,3.5,Amazing place!,2025-12-20,2025-12-28,desktop,75,Kids,Other
8989,Darjeeling,West Bengal,26.970282829565114,88.3442099424357,Hill Station,Mar,Tropical,2.0,Moderate,30,9,Couple,Adventure,4.8,20,1768,513056,4.8,Amazing place!,2025-10-09,2025-10-18,desktop,92,Wheelchair,English
8990,Kerala,Kerala,10.829915499684516,76.15726593448802,Backwater,May,Cold,3.7,Hard,23,14,Family,Food,2.4,50,4558,422035,2.9,Not worth the price.,2025-06-02,2025-06-16,mobile,44,None,Other
8991,Mysore,Karnataka,12.358497555479182,76.81299045512797,Heritage,Nov,Tropical,3.3,Moderate,30,10,Friends,Food,1.2,150,2868,477439,2.3,Great for families.,2025-04-02,2025-04-12,mobile,44,Kids,Other
8992,Mysore,Karnataka,12.195896691754005,76.53655470992564,Heritage,Oct,Arid,4.0,Moderate,35,10,Friends,Nature,1.8,0,4402,892337,2.9,Had a wonderful time.,2025-11-27,2025-12-07,mobile,37,Kids,Other
8993,Rishikesh,Uttarakhand,29.947140044162083,78.38069758288405,Spiritual,Jul,Arid,1.9,Hard,5,11,Solo,Adventure,3.1,10,2474,362607,4.9,Not worth the price.,2025-11-20,2025-12-01,mobile,63,Kids,Hindi
8994,Varanasi,Uttar Pradesh,25.39708065060207,82.91040655664301,Spiritual,May,Temperate,3.5,Easy,49,10,Family,Adventure,3.7,100,3160,847446,1.6,Amazing place!,2025-08-24,2025-09-03,mobile,85,None,Hindi
8995,Goa,Goa,15.368017300211974,74.28067865027283,Beach,Apr,Temperate,4.8,Easy,29,2,Family,Spiritual,3.9,50,3012,241442,3.0,Amazing place!,2025-09-01,2025-09-03,desktop,85,None,Other
8996,Goa,Goa,15.288822064421254,74.12878882817574,Beach,Jul,Cold,5.0,Easy,14,5,Solo,Spiritual,2.8,10,278,583291,2.0,Great for families.,2025-12-25,2025-12-30,mobile,98,Kids,Hindi
8997,Mysore,Karnataka,12.217795940855748,76.52489035325048,Heritage,Nov,Arid,3.3,Moderate,38,3,Friends,Relaxation,2.3,100,3188,754623,4.1,Had a wonderful time.,2025-02-16,2025-02-19,desktop,81,Kids,Other
8998,Leh,Ladakh,34.21529467098449,77.59029489116513,Adventure,Apr,Tropical,1.2,Moderate,14,13,Couple,Adventure,1.5,0,2635,676427,4.1,Not worth the price.,2025-05-21,2025-06-03,mobile,48,Wheelchair,English
8999,Varanasi,Uttar Pradesh,25.219176825087434,83.0237021720919,Spiritual,Jan,Cold,2.4,Moderate,9,6,Solo,Nature,3.6,10,1790,806114,1.8,Great for families.,2025-05-14,2025-05-20,desktop,96,Kids,Other
9000,Manali,Himachal Pradesh,32.39032916302557,77.06951065482954,Hill Station,Apr,Arid,3.0,Moderate,39,4,Family,Relaxation,4.7,10,838,873534,2.2,Great for families.,2025-03-02,2025-03-06,mobile,85,None,Hindi
9001,Rishikesh,Uttarakhand,30.11444067534487,78.12930110381679,Spiritual,Feb,Humid,1.8,Hard,39,7,Couple,Nature,2.8,100,3453,790102,2.7,Not worth the price.,2025-10-02,2025-10-09,mobile,5,None,Other
9002,Manali,Himachal Pradesh,32.38210750266824,77.28963626168085,Hill Station,May,Temperate,1.7,Easy,24,12,Friends,Relaxation,4.4,10,290,538606,2.3,Could be better.,2025-06-19,2025-07-01,desktop,72,Kids,English
9003,Leh,Ladakh,34.14706771328616,77.57114900972951,Adventure,Aug,Humid,2.0,Hard,47,13,Couple,Spiritual,4.4,0,1302,607206,4.1,Amazing place!,2025-06-05,2025-06-18,desktop,6,None,Hindi
9004,Goa,Goa,15.229640713376378,74.2093531857924,Beach,Sep,Tropical,2.2,Moderate,26,11,Friends,Culture,3.7,10,4777,707714,1.6,Had a wonderful time.,2025-03-25,2025-04-05,mobile,55,Kids,Hindi
9005,Jaipur,Rajasthan,27.123672456548377,75.68736175223424,Historical,Aug,Tropical,3.1,Easy,27,3,Friends,Nature,3.4,20,1772,654640,2.3,Great for families.,2025-02-27,2025-03-02,desktop,48,None,Other
9006,Mysore,Karnataka,12.13394434108291,76.54733924116056,Heritage,Apr,Temperate,3.5,Hard,49,2,Couple,Food,1.5,20,1752,237017,1.4,Not worth the price.,2025-10-29,2025-10-31,mobile,22,Wheelchair,Hindi
9007,Leh,Ladakh,34.30317490875625,77.56520344610996,Adventure,May,Cold,1.2,Easy,13,14,Couple,Food,3.7,100,2445,984726,4.5,Great for families.,2025-03-10,2025-03-24,mobile,58,Wheelchair,English
9008,Goa,Goa,15.369989398046243,74.12532575564599,Beach,Sep,Temperate,1.8,Easy,30,2,Solo,Spiritual,2.0,100,2610,839254,1.6,Great for families.,2025-05-12,2025-05-14,desktop,50,None,Hindi
9009,Leh,Ladakh,34.03904673119213,77.40888473233717,Adventure,Jan,Temperate,2.9,Hard,14,2,Friends,Culture,4.9,150,2785,821862,3.0,Had a wonderful time.,2025-01-14,2025-01-16,mobile,18,Kids,English
9010,Leh,Ladakh,34.130807801946716,77.6373114861964,Adventure,Jun,Tropical,2.0,Hard,48,10,Solo,Spiritual,1.2,10,2828,281621,2.3,Not worth the price.,2025-06-23,2025-07-03,desktop,73,None,Other
9011,Varanasi,Uttar Pradesh,25.34446711829256,83.0055332970228,Spiritual,Aug,Tropical,4.4,Hard,48,5,Solo,Relaxation,2.9,20,2366,232781,1.1,Amazing place!,2025-12-07,2025-12-12,mobile,6,Wheelchair,Other
9012,Manali,Himachal Pradesh,32.36381135099678,76.98551131233343,Hill Station,Oct,Arid,2.7,Moderate,48,6,Solo,Relaxation,2.8,10,1068,860195,4.8,Not worth the price.,2025-05-24,2025-05-30,desktop,56,Wheelchair,English
9013,Manali,Himachal Pradesh,32.27781282667324,77.1823333735046,Hill Station,Sep,Tropical,4.1,Hard,22,13,Family,Adventure,1.8,150,177,308167,2.5,Had a wonderful time.,2025-12-16,2025-12-29,desktop,60,None,English
9014,Mysore,Karnataka,12.347621068764111,76.49101880108475,Heritage,May,Arid,4.9,Hard,14,12,Family,Culture,4.7,100,1041,115092,3.5,Had a wonderful time.,2025-08-07,2025-08-19,desktop,74,None,English
9015,Manali,Himachal Pradesh,32.501513008590905,77.21600761856911,Hill Station,Jan,Temperate,1.8,Moderate,8,14,Couple,Relaxation,1.2,20,2163,960557,2.0,Had a wonderful time.,2025-06-05,2025-06-19,mobile,72,None,English
9016,Rishikesh,Uttarakhand,30.13890357032428,78.49604717955786,Spiritual,Jul,Humid,3.2,Easy,39,7,Solo,Culture,1.2,100,1374,605323,1.9,Amazing place!,2025-09-25,2025-10-02,desktop,75,None,Hindi
9017,Udaipur,Rajasthan,24.642412069591366,73.64787168556727,Heritage,Jun,Tropical,1.8,Hard,8,8,Couple,Adventure,3.6,50,3595,732888,4.1,Great for families.,2025-11-21,2025-11-29,desktop,77,None,English
9018,Kerala,Kerala,10.913805026611042,76.2615233162796,Backwater,Nov,Arid,1.3,Hard,19,6,Couple,Relaxation,4.2,0,4109,769277,1.9,Amazing place!,2025-05-24,2025-05-30,desktop,99,Wheelchair,English
9019,Goa,Goa,15.230864341202123,74.05335601858357,Beach,Apr,Tropical,2.2,Moderate,9,7,Friends,Food,1.4,10,4506,779633,4.3,Had a wonderful time.,2025-12-11,2025-12-18,desktop,88,Wheelchair,English
9020,Kerala,Kerala,10.888306144009233,76.21713462360678,Backwater,Jun,Cold,1.8,Hard,25,2,Family,Relaxation,3.8,150,2517,630020,1.7,Great for families.,2025-06-22,2025-06-24,desktop,39,None,English
9021,Jaipur,Rajasthan,27.068549825698007,75.85581553917277,Historical,Jan,Cold,1.7,Moderate,40,11,Solo,Relaxation,3.8,150,2240,387166,4.8,Great for families.,2025-10-14,2025-10-25,mobile,38,None,Hindi
9022,Jaipur,Rajasthan,26.983347632671926,75.92456315322495,Historical,Nov,Tropical,1.8,Hard,14,5,Friends,Culture,2.6,50,471,126363,4.6,Had a wonderful time.,2025-06-18,2025-06-23,mobile,33,Kids,English
9023,Leh,Ladakh,33.977692335047195,77.53223859786377,Adventure,Mar,Tropical,2.2,Easy,7,9,Solo,Nature,2.5,50,174,523505,4.4,Not worth the price.,2025-12-15,2025-12-24,desktop,96,Kids,English
9024,Jaipur,Rajasthan,26.832659020233567,75.94913627816446,Historical,Sep,Temperate,4.7,Hard,30,11,Solo,Relaxation,3.7,20,2395,833467,2.4,Amazing place!,2025-02-12,2025-02-23,desktop,15,Kids,Hindi
9025,Goa,Goa,15.297449223978916,74.06838290723667,Beach,Dec,Arid,2.3,Easy,43,13,Friends,Nature,2.7,20,2608,751865,3.9,Amazing place!,2025-07-17,2025-07-30,mobile,89,Kids,Hindi
9026,Mysore,Karnataka,12.43582799948263,76.61007354316365,Heritage,Oct,Tropical,4.6,Moderate,8,14,Friends,Adventure,4.2,20,1495,976827,3.0,Amazing place!,2025-10-01,2025-10-15,desktop,74,None,Other
9027,Kerala,Kerala,10.716238034240389,76.16933600511553,Backwater,Feb,Cold,4.8,Easy,7,8,Couple,Adventure,1.8,20,4612,179920,4.8,Great for families.,2025-09-19,2025-09-27,desktop,64,Wheelchair,Hindi
9028,Udaipur,Rajasthan,24.575125376725534,73.66195311399186,Heritage,Nov,Arid,3.7,Easy,12,10,Solo,Adventure,1.9,20,4738,852184,4.4,Had a wonderful time.,2025-01-23,2025-02-02,desktop,75,Kids,Other
9029,Darjeeling,West Bengal,26.831383403973874,88.21511018429929,Hill Station,Jul,Humid,3.0,Hard,5,6,Family,Adventure,2.9,10,3469,980088,2.6,Amazing place!,2025-11-21,2025-11-27,desktop,91,Kids,Other
9030,Goa,Goa,15.448449622232186,74.0090478616654,Beach,May,Temperate,4.1,Easy,30,12,Friends,Food,1.3,20,3975,905235,3.9,Great for families.,2025-10-25,2025-11-06,mobile,79,Wheelchair,Other
9031,Jaipur,Rajasthan,26.85775437685529,75.78407962924756,Historical,May,Temperate,3.5,Hard,22,3,Family,Food,1.5,50,4521,417544,2.6,Could be better.,2025-07-22,2025-07-25,mobile,26,Wheelchair,English
9032,Mysore,Karnataka,12.261616441742701,76.57407313178604,Heritage,Feb,Temperate,1.1,Easy,22,13,Family,Nature,4.7,10,2811,408752,2.8,Had a wonderful time.,2025-03-26,2025-04-08,mobile,33,None,English
9033,Rishikesh,Uttarakhand,30.01594490461339,78.10809828372018,Spiritual,Dec,Cold,1.9,Hard,33,11,Couple,Culture,1.6,100,584,140223,2.9,Amazing place!,2025-06-05,2025-06-16,mobile,96,Kids,English
9034,Goa,Goa,15.515434561105904,73.98743777838484,Beach,Jun,Temperate,1.6,Easy,31,8,Couple,Nature,3.3,100,3352,677455,3.6,Could be better.,2025-10-23,2025-10-31,mobile,58,Kids,English
9035,Varanasi,Uttar Pradesh,25.393270794704133,82.93790744306436,Spiritual,Sep,Temperate,2.7,Easy,37,10,Family,Relaxation,2.5,20,3167,394038,2.0,Had a wonderful time.,2025-08-18,2025-08-28,mobile,97,Wheelchair,English
9036,Mysore,Karnataka,12.419067272770782,76.69780113863051,Heritage,Nov,Arid,3.5,Moderate,48,5,Friends,Spiritual,4.3,100,25,485773,2.4,Amazing place!,2025-02-21,2025-02-26,desktop,13,None,Hindi
9037,Varanasi,Uttar Pradesh,25.18188441295465,83.05437689648876,Spiritual,Jun,Temperate,3.9,Easy,46,6,Couple,Culture,2.6,50,1389,176853,4.0,Great for families.,2025-03-26,2025-04-01,desktop,77,Kids,Hindi
9038,Goa,Goa,15.375990098609144,74.0501195568508,Beach,Apr,Arid,4.1,Moderate,26,3,Solo,Adventure,3.4,20,669,936337,3.4,Could be better.,2025-01-14,2025-01-17,desktop,1,Wheelchair,Other
9039,Leh,Ladakh,34.32518852347205,77.5089449006225,Adventure,Jan,Cold,4.9,Moderate,24,6,Couple,Relaxation,2.6,100,1255,447141,2.4,Great for families.,2025-09-26,2025-10-02,desktop,42,Wheelchair,English
9040,Leh,Ladakh,34.270196306770124,77.59842316479278,Adventure,Oct,Tropical,2.7,Easy,26,6,Solo,Food,2.2,0,2036,800161,3.8,Not worth the price.,2025-08-21,2025-08-27,desktop,31,Wheelchair,Hindi
9041,Mysore,Karnataka,12.284340397690055,76.6698754191145,Heritage,Jun,Tropical,2.0,Moderate,48,8,Family,Spiritual,2.9,150,3903,697863,3.2,Amazing place!,2025-01-10,2025-01-18,mobile,72,Wheelchair,English
9042,Varanasi,Uttar Pradesh,25.342460121369218,83.03514408460978,Spiritual,Mar,Humid,3.4,Hard,29,6,Family,Adventure,2.4,150,2703,998764,3.6,Amazing place!,2025-03-09,2025-03-15,mobile,27,Wheelchair,Other
9043,Mysore,Karnataka,12.249514089249349,76.59823105924872,Heritage,Feb,Arid,4.3,Hard,12,3,Family,Culture,3.1,0,118,163796,4.6,Not worth the price.,2025-04-25,2025-04-28,desktop,11,Kids,Hindi
9044,Mysore,Karnataka,12.454808330797155,76.50444987606875,Heritage,Mar,Humid,1.1,Hard,22,12,Friends,Relaxation,4.4,150,2248,328043,3.0,Not worth the price.,2025-09-17,2025-09-29,desktop,6,Kids,Hindi
9045,Darjeeling,West Bengal,27.2017048319337,88.36231569612127,Hill Station,Jul,Arid,3.9,Moderate,33,12,Solo,Food,1.9,0,1353,513261,1.6,Could be better.,2025-08-09,2025-08-21,desktop,91,Wheelchair,Other
9046,Rishikesh,Uttarakhand,30.08530872986609,78.15481219480034,Spiritual,May,Tropical,2.7,Moderate,15,3,Friends,Adventure,1.4,10,2869,139748,1.6,Not worth the price.,2025-01-09,2025-01-12,desktop,11,Wheelchair,Other
9047,Goa,Goa,15.229622616854602,74.19135786626109,Beach,Oct,Arid,2.4,Moderate,32,8,Friends,Nature,3.1,0,2106,651250,3.3,Amazing place!,2025-04-12,2025-04-20,desktop,88,Kids,English
9048,Udaipur,Rajasthan,24.726511533504734,73.8227345753692,Heritage,Jun,Humid,4.2,Easy,36,1,Couple,Food,1.2,100,3295,258321,4.0,Had a wonderful time.,2025-03-11,2025-03-12,desktop,25,Kids,English
9049,Varanasi,Uttar Pradesh,25.368457368503254,82.87189526832155,Spiritual,Jul,Tropical,3.2,Easy,27,13,Solo,Spiritual,3.4,10,833,355886,2.6,Amazing place!,2025-11-29,2025-12-12,mobile,2,Wheelchair,English
9050,Leh,Ladakh,34.26208266641479,77.6665096445185,Adventure,Mar,Temperate,4.2,Easy,32,1,Family,Spiritual,3.4,10,2615,640221,4.6,Not worth the price.,2025-12-04,2025-12-05,mobile,79,Wheelchair,Other
9051,Goa,Goa,15.295235475797918,74.24181675191211,Beach,Nov,Humid,4.6,Easy,15,11,Friends,Food,3.1,10,38,324580,3.3,Not worth the price.,2025-05-21,2025-06-01,desktop,56,None,Hindi
9052,Manali,Himachal Pradesh,32.25507220952828,77.20932319430585,Hill Station,Aug,Humid,4.5,Hard,19,13,Couple,Relaxation,1.4,10,2992,360219,3.5,Great for families.,2025-03-09,2025-03-22,mobile,59,Kids,Other
9053,Leh,Ladakh,34.346829659807746,77.59303952033835,Adventure,Mar,Cold,2.6,Moderate,10,12,Family,Relaxation,2.9,0,1418,824687,3.1,Could be better.,2025-06-07,2025-06-19,mobile,4,Kids,English
9054,Leh,Ladakh,34.17430096316367,77.5609704660815,Adventure,Oct,Cold,3.0,Moderate,15,7,Couple,Nature,4.9,100,4423,897130,4.3,Great for families.,2025-12-05,2025-12-12,mobile,94,Wheelchair,Hindi
9055,Udaipur,Rajasthan,24.59847395435292,73.71447809886288,Heritage,Jun,Cold,1.7,Hard,12,13,Family,Nature,4.2,10,3910,919310,2.4,Had a wonderful time.,2025-08-03,2025-08-16,desktop,39,None,English
9056,Rishikesh,Uttarakhand,29.910319453325943,78.2187094255418,Spiritual,Nov,Temperate,4.2,Moderate,24,11,Family,Relaxation,4.6,150,567,256852,2.5,Could be better.,2025-01-24,2025-02-04,mobile,75,Wheelchair,English
9057,Manali,Himachal Pradesh,32.35446485580977,77.11141362406786,Hill Station,Sep,Arid,3.3,Easy,44,3,Solo,Nature,3.3,0,892,219467,2.3,Great for families.,2025-07-28,2025-07-31,mobile,51,Kids,Other
9058,Leh,Ladakh,34.10122061830207,77.49584687597813,Adventure,Oct,Temperate,4.9,Easy,25,8,Solo,Relaxation,1.3,10,3797,200915,3.6,Great for families.,2025-06-11,2025-06-19,mobile,2,Wheelchair,Other
9059,Darjeeling,West Bengal,27.285802483201678,88.13756363318551,Hill Station,Jan,Temperate,4.9,Easy,20,1,Family,Relaxation,2.2,100,1243,189010,2.7,Not worth the price.,2025-12-10,2025-12-11,mobile,90,Kids,English
9060,Varanasi,Uttar Pradesh,25.367473340821075,82.89857997791447,Spiritual,Jul,Tropical,1.9,Moderate,45,7,Couple,Adventure,1.4,0,316,103672,1.2,Had a wonderful time.,2025-10-08,2025-10-15,mobile,16,Wheelchair,Hindi
9061,Jaipur,Rajasthan,27.041792493332018,75.83799168857493,Historical,Jan,Tropical,1.4,Moderate,29,8,Family,Spiritual,3.3,50,4059,891924,3.0,Not worth the price.,2025-07-22,2025-07-30,desktop,74,Wheelchair,English
9062,Leh,Ladakh,34.13925877952997,77.48004380278596,Adventure,Sep,Arid,1.9,Easy,21,12,Family,Food,2.5,0,3246,166389,3.8,Not worth the price.,2025-07-08,2025-07-20,mobile,15,Wheelchair,Other
9063,Goa,Goa,15.248146361924238,74.22523446493969,Beach,Apr,Tropical,2.8,Hard,13,12,Solo,Relaxation,2.6,50,278,779429,4.1,Not worth the price.,2025-01-12,2025-01-24,mobile,18,Kids,Hindi
9064,Goa,Goa,15.284993892183747,73.9381583411269,Beach,Aug,Tropical,3.4,Easy,9,13,Family,Spiritual,2.6,150,3636,146980,3.7,Could be better.,2025-10-11,2025-10-24,mobile,61,None,Other
9065,Varanasi,Uttar Pradesh,25.165894756217458,82.95228376129609,Spiritual,Jun,Temperate,2.6,Hard,45,10,Friends,Nature,1.8,10,3120,182278,2.5,Great for families.,2025-02-06,2025-02-16,desktop,4,Kids,English
9066,Kerala,Kerala,10.840844119535978,76.33999649209295,Backwater,Nov,Temperate,4.2,Moderate,41,9,Couple,Adventure,2.5,0,284,734885,2.1,Could be better.,2025-03-29,2025-04-07,desktop,16,None,English
9067,Kerala,Kerala,10.952578802268057,76.22363637566517,Backwater,Feb,Cold,4.1,Hard,14,7,Family,Spiritual,3.3,0,4924,431877,2.1,Could be better.,2025-12-20,2025-12-27,mobile,82,Wheelchair,Hindi
9068,Goa,Goa,15.176854160171223,74.20143235368869,Beach,May,Cold,4.3,Hard,32,11,Family,Culture,1.8,0,3545,627548,4.7,Not worth the price.,2025-11-29,2025-12-10,mobile,43,Wheelchair,Other
9069,Manali,Himachal Pradesh,32.183439457890614,77.23611001966721,Hill Station,Oct,Humid,4.9,Hard,8,14,Couple,Food,3.3,150,1625,544301,4.7,Had a wonderful time.,2025-03-28,2025-04-11,mobile,82,None,English
9070,Leh,Ladakh,34.123875992737474,77.68445375294422,Adventure,Jan,Tropical,3.3,Easy,15,8,Friends,Spiritual,2.1,0,4489,221473,1.8,Amazing place!,2025-04-11,2025-04-19,desktop,71,Kids,Other
9071,Darjeeling,West Bengal,26.88617431677769,88.47739526410379,Hill Station,Apr,Cold,1.2,Hard,46,5,Family,Relaxation,4.8,50,4716,744091,2.5,Great for families.,2025-07-07,2025-07-12,mobile,71,Kids,English
9072,Goa,Goa,15.392332710471276,74.13372779650577,Beach,Jul,Tropical,4.7,Hard,44,9,Solo,Spiritual,3.9,150,3563,549643,2.1,Amazing place!,2025-02-28,2025-03-09,mobile,71,Kids,Other
9073,Manali,Himachal Pradesh,32.0315248723695,77.18397613774412,Hill Station,Mar,Humid,2.6,Easy,46,3,Couple,Spiritual,2.5,100,4003,587026,4.9,Had a wonderful time.,2025-09-28,2025-10-01,mobile,61,Wheelchair,English
9074,Udaipur,Rajasthan,24.576889585637858,73.66414811521042,Heritage,Jun,Arid,2.8,Easy,48,14,Friends,Adventure,4.6,150,4958,556169,4.4,Amazing place!,2025-12-13,2025-12-27,mobile,5,Kids,Other
9075,Kerala,Kerala,11.078945955830969,76.26375226439683,Backwater,Feb,Tropical,1.4,Hard,37,9,Couple,Relaxation,2.6,50,2712,633608,3.8,Great for families.,2025-06-17,2025-06-26,desktop,18,Wheelchair,English
9076,Rishikesh,Uttarakhand,30.2463708074117,78.17779301934976,Spiritual,Mar,Tropical,1.1,Easy,27,14,Couple,Food,4.4,100,2055,926944,3.7,Great for families.,2025-02-15,2025-03-01,mobile,88,Kids,English
9077,Darjeeling,West Bengal,27.146772992328145,88.22080776672033,Hill Station,Apr,Temperate,4.1,Easy,19,12,Friends,Culture,4.2,0,4113,617165,2.8,Great for families.,2025-12-24,2026-01-05,desktop,85,Kids,Other
9078,Rishikesh,Uttarakhand,30.13723730748164,78.23015415462126,Spiritual,Nov,Humid,1.3,Easy,36,8,Friends,Food,2.7,150,1210,719461,2.1,Could be better.,2025-10-22,2025-10-30,mobile,21,Kids,Other
9079,Udaipur,Rajasthan,24.58116327556562,73.62532365293362,Heritage,Dec,Temperate,2.8,Easy,9,13,Family,Food,4.1,0,2566,992122,3.6,Not worth the price.,2025-05-03,2025-05-16,desktop,17,Wheelchair,Other
9080,Jaipur,Rajasthan,26.748637640080045,75.73460052329337,Historical,Sep,Humid,1.1,Easy,17,10,Couple,Spiritual,3.9,100,1081,360110,3.6,Great for families.,2025-07-08,2025-07-18,mobile,87,Wheelchair,Hindi
9081,Udaipur,Rajasthan,24.713830513229684,73.81386880547937,Heritage,Aug,Arid,2.2,Moderate,36,5,Friends,Spiritual,1.2,0,3483,137930,3.5,Great for families.,2025-10-12,2025-10-17,desktop,15,Wheelchair,Other
9082,Leh,Ladakh,34.11380644852064,77.50096718522008,Adventure,Mar,Tropical,1.4,Hard,47,4,Couple,Relaxation,2.7,20,849,222386,1.9,Great for families.,2025-10-07,2025-10-11,desktop,7,Kids,English
9083,Goa,Goa,15.329585251200736,74.19539098314927,Beach,May,Temperate,3.5,Hard,11,5,Friends,Adventure,4.5,20,3260,349035,3.9,Not worth the price.,2025-08-12,2025-08-17,mobile,75,None,English
9084,Jaipur,Rajasthan,26.949777226443388,75.79088823627522,Historical,Oct,Humid,2.1,Hard,36,14,Solo,Food,4.0,100,1780,674537,1.8,Amazing place!,2025-05-11,2025-05-25,desktop,54,Kids,English
